PERSON_ID,FORMIDLINGSGRUPPEKODE,DATO_SIST_INAKTIV
526891,ISERV,2005-04-17
679004,ISERV,2005-04-17
1164497,ISERV,2005-04-17
17722,ISERV,2005-04-17
504984,ISERV,2005-04-17
731138,ISERV,2005-04-17
1238309,ISERV,2005-04-17
1264524,ISERV,2005-04-17
17645,ISERV,2005-04-17
367491,ISERV,2005-04-17
634793,ISERV,2005-04-17
1237452,ISERV,2005-04-17
108896,ISERV,2005-04-17
182924,ISERV,2005-04-17
221279,ISERV,2005-04-17
331269,ISERV,2005-04-17
516093,ISERV,2005-04-17
586910,ISERV,2005-04-17
652586,ISERV,2005-04-17
667631,ISERV,2005-04-17
1117089,ISERV,2005-04-17
1124835,ISERV,2005-04-17
1260456,ISERV,2005-04-17
1432496,ISERV,2005-04-17
1433061,ISERV,2005-04-17
1437994,ISERV,2005-04-17
1484891,ISERV,2005-04-17
1496695,ISERV,2005-04-17
216241,ISERV,2005-04-17
277021,ISERV,2005-04-17
340931,ISERV,2005-04-17
390490,ISERV,2005-04-17
516426,ISERV,2005-04-17
580128,ISERV,2005-04-17
831162,ISERV,2005-04-17
831523,ISERV,2005-04-17
854049,ISERV,2005-04-17
1146582,ISERV,2005-04-17
1176969,ISERV,2005-04-17
1209162,ISERV,2005-04-17
1438750,ISERV,2005-04-17
1472087,ISERV,2005-04-17
1477499,ISERV,2005-04-17
1483924,ISERV,2005-04-17
1512804,ISERV,2005-04-17
1522188,ISERV,2005-04-17
1523992,ISERV,2005-04-17
1525261,ISERV,2005-04-17
1525847,ISERV,2005-04-17
1541690,ISERV,2005-04-17
1543858,ISERV,2005-04-17
1547231,ISERV,2005-04-17
1547344,ISERV,2005-04-17
1548985,ISERV,2005-04-17
1549336,ISERV,2005-04-17
1552479,ISERV,2005-04-17
1528796,ISERV,2005-12-29
132061,ISERV,2002-06-29
163599,ISERV,2002-06-29
1139449,ISERV,2002-06-29
1158341,ISERV,2002-06-29
214043,ISERV,2002-06-29
1169591,ISERV,2002-06-29
1177319,ISERV,2002-06-29
1177430,ISERV,2002-06-29
1178064,ISERV,2002-06-29
1178673,ISERV,2002-06-29
1190842,ISERV,2003-03-12
1220635,ISERV,2003-03-12
1102883,ISERV,2003-03-12
323175,ISERV,2005-04-18
927115,ISERV,2005-04-18
1304086,ISERV,2005-04-18
1446261,ISERV,2005-04-18
1557342,ISERV,2005-04-18
1185999,ISERV,2003-03-13
414638,ISERV,2003-03-13
1119110,ISERV,2003-03-13
606586,ISERV,2003-11-24
1187265,ISERV,2003-11-24
1302774,ISERV,2003-11-24
350785,ISERV,2004-08-06
1220566,ISERV,2005-04-19
133457,ISERV,2005-04-19
1462489,ISERV,2005-04-19
180581,ISERV,2005-04-19
460400,ISERV,2005-04-19
648011,ISERV,2005-04-19
798358,ISERV,2005-04-19
1126478,ISERV,2005-04-19
1552527,ISERV,2005-04-19
143003,ISERV,2003-03-14
167662,ISERV,2003-03-14
1209463,ISERV,2003-03-14
333936,ISERV,2003-11-25
1010960,ISERV,2004-08-07
1130207,ISERV,2004-08-07
1166116,ISERV,2004-08-07
1126433,ISERV,2004-08-07
141416,ISERV,2004-08-07
280516,ISERV,2004-08-07
381195,ISERV,2004-08-07
1348629,ISERV,2004-08-07
1349993,ISERV,2004-08-07
55565,ISERV,2004-08-07
1000585,ISERV,2004-08-07
1161855,ISERV,2004-08-07
1208848,ISERV,2004-08-07
1280616,ISERV,2004-08-07
1432578,ISERV,2004-08-07
1447237,ISERV,2004-08-07
1452553,ISERV,2004-08-07
623586,ISERV,2005-04-20
1338349,ISERV,2005-04-20
1457095,ISERV,2005-04-20
1257135,ISERV,2005-04-20
1583404,ISERV,2006-09-14
507032,ISERV,2002-07-02
1124610,ISERV,2002-07-02
396939,ISERV,2003-03-15
470922,ISERV,2003-03-15
626970,ISERV,2003-03-15
742500,ISERV,2003-03-15
22199,ISERV,2003-03-15
891456,ISERV,2003-03-15
1048072,ISERV,2003-03-15
1213378,ISERV,2003-03-15
1222622,ISERV,2003-03-15
247008,ISERV,2003-03-15
791412,ISERV,2003-03-15
1229449,ISERV,2003-03-15
1230812,ISERV,2003-03-15
1233560,ISERV,2003-03-15
1245801,ISERV,2003-03-15
1266462,ISERV,2003-11-26
366474,ISERV,2003-11-26
276578,ISERV,2005-04-21
1284432,ISERV,2006-09-15
1272907,ISERV,2003-11-27
127594,ISERV,2004-08-09
390813,ISERV,2004-08-09
715532,ISERV,2004-08-09
1213669,ISERV,2004-08-09
1143892,ISERV,2004-08-09
36016,ISERV,2004-08-09
358015,ISERV,2004-08-09
376277,ISERV,2004-08-09
1456171,ISERV,2004-08-09
1461999,ISERV,2004-08-09
1281924,ISERV,2005-04-22
726348,ISERV,2005-04-22
1250063,ISERV,2005-04-22
379346,ISERV,2006-01-03
1177456,ISERV,2003-03-17
1236807,ISERV,2003-03-17
1240623,ISERV,2003-03-17
1248537,ISERV,2003-03-17
671555,ISERV,2003-11-28
242484,ISERV,2003-11-28
560952,ISERV,2003-11-28
56370,ISERV,2004-08-10
1212572,ISERV,2004-08-10
574672,ISERV,2004-08-10
1052347,ISERV,2004-08-10
665941,ISERV,2006-01-04
252877,ISERV,2003-03-18
139021,ISERV,2003-03-18
1155490,ISERV,2003-03-18
355174,ISERV,2003-03-18
672990,ISERV,2003-03-18
856253,ISERV,2003-03-18
987028,ISERV,2003-03-18
1107920,ISERV,2003-03-18
1142854,ISERV,2003-03-18
1230730,ISERV,2003-03-18
1238507,ISERV,2003-03-18
1240540,ISERV,2003-03-18
1246415,ISERV,2003-03-18
272954,ISERV,2003-11-29
343074,ISERV,2003-11-29
167884,ISERV,2003-11-29
656214,ISERV,2003-11-29
936454,ISERV,2003-11-29
1144909,ISERV,2003-11-29
220491,ISERV,2003-11-29
959101,ISERV,2003-11-29
1228890,ISERV,2003-11-29
1248738,ISERV,2003-11-29
1263264,ISERV,2003-11-29
1291742,ISERV,2003-11-29
1299820,ISERV,2003-11-29
1303479,ISERV,2003-11-29
1307724,ISERV,2003-11-29
1310388,ISERV,2003-11-29
1310770,ISERV,2003-11-29
1318635,ISERV,2003-11-29
1318681,ISERV,2003-11-29
203391,ISERV,2004-08-11
499823,ISERV,2004-08-11
496021,ISERV,2002-07-06
534512,ISERV,2002-07-06
557637,ISERV,2002-07-06
561920,ISERV,2002-07-06
570050,ISERV,2002-07-06
1093412,ISERV,2002-07-06
128656,ISERV,2002-07-06
1175689,ISERV,2002-07-06
1179517,ISERV,2002-07-06
1180101,ISERV,2002-07-06
1207865,ISERV,2003-03-19
362428,ISERV,2003-03-19
836676,ISERV,2003-03-19
48206,ISERV,2004-08-12
103985,ISERV,2004-08-12
662499,ISERV,2004-08-12
153366,ISERV,2005-04-25
1170906,ISERV,2005-04-25
988760,ISERV,2005-04-25
1171696,ISERV,2005-04-25
281165,ISERV,2005-04-25
422943,ISERV,2005-04-25
1523568,ISERV,2005-04-25
1530892,ISERV,2005-04-25
1545865,ISERV,2005-04-25
327946,ISERV,2006-09-19
1465130,ISERV,2006-09-19
919701,ISERV,2006-09-19
385165,ISERV,2003-12-01
1279966,ISERV,2003-12-01
1288818,ISERV,2003-12-01
1293231,ISERV,2003-12-01
537630,ISERV,2005-04-26
53478,ISERV,2005-04-26
1142716,ISERV,2005-04-26
189715,ISERV,2005-04-26
515925,ISERV,2005-04-26
991594,ISERV,2005-04-26
1123284,ISERV,2005-04-26
333578,ISERV,2005-04-26
577207,ISERV,2005-04-26
1229315,ISERV,2005-04-26
1473118,ISERV,2005-04-26
1482539,ISERV,2005-04-26
205542,ISERV,2005-04-26
258110,ISERV,2005-04-26
301238,ISERV,2005-04-26
373966,ISERV,2005-04-26
471615,ISERV,2005-04-26
564031,ISERV,2005-04-26
595738,ISERV,2005-04-26
606672,ISERV,2005-04-26
1060495,ISERV,2005-04-26
1096527,ISERV,2005-04-26
1240997,ISERV,2005-04-26
1241266,ISERV,2005-04-26
1276180,ISERV,2005-04-26
1345942,ISERV,2005-04-26
1508311,ISERV,2005-04-26
1521569,ISERV,2005-04-26
1540102,ISERV,2005-04-26
1540536,ISERV,2005-04-26
1552967,ISERV,2005-04-26
1553914,ISERV,2005-04-26
1554480,ISERV,2005-04-26
498387,ISERV,2002-07-08
536102,ISERV,2002-07-08
91273,ISERV,2003-03-21
373893,ISERV,2003-03-21
176760,ISERV,2003-12-02
654970,ISERV,2003-12-02
147176,ISERV,2003-12-02
365382,ISERV,2003-12-02
418854,ISERV,2003-12-02
1210006,ISERV,2003-12-02
1248636,ISERV,2004-08-14
1288963,ISERV,2004-08-14
319156,ISERV,2004-08-14
1225480,ISERV,2004-08-14
1238737,ISERV,2004-08-14
1324058,ISERV,2004-08-14
405248,ISERV,2004-08-14
476289,ISERV,2004-08-14
1069770,ISERV,2004-08-14
1204097,ISERV,2004-08-14
1213733,ISERV,2004-08-14
1319996,ISERV,2004-08-14
1324200,ISERV,2004-08-14
1453558,ISERV,2004-08-14
1462993,ISERV,2004-08-14
1463483,ISERV,2004-08-14
1463778,ISERV,2004-08-14
1464171,ISERV,2004-08-14
1464267,ISERV,2004-08-14
594702,ISERV,2005-04-27
612507,ISERV,2005-04-27
657695,ISERV,2005-04-27
1532767,ISERV,2005-04-27
1534291,ISERV,2005-04-27
758537,ISERV,2002-07-09
372301,ISERV,2003-03-22
1184217,ISERV,2003-03-22
492891,ISERV,2003-03-22
590067,ISERV,2003-03-22
976417,ISERV,2003-03-22
1212123,ISERV,2003-03-22
1229577,ISERV,2003-03-22
1237514,ISERV,2003-03-22
1238721,ISERV,2003-03-22
1246632,ISERV,2003-03-22
1247443,ISERV,2003-03-22
1248187,ISERV,2003-03-22
1237262,ISERV,2003-12-03
955651,ISERV,2003-12-03
1259129,ISERV,2003-12-03
745698,ISERV,2004-08-15
1534686,ISERV,2005-04-28
1248173,ISERV,2003-12-04
73701,ISERV,2003-12-04
1141131,ISERV,2003-12-04
1226457,ISERV,2004-08-16
750915,ISERV,2004-08-16
1333126,ISERV,2004-08-16
1352249,ISERV,2004-08-16
1435561,ISERV,2004-08-16
1448582,ISERV,2004-08-16
1462897,ISERV,2004-08-16
1062552,ISERV,2005-04-29
1558536,ISERV,2005-04-29
41860,ISERV,2006-01-10
91615,ISERV,2006-01-10
1011907,ISERV,2006-01-10
675321,ISERV,2003-03-24
944178,ISERV,2003-03-24
1166704,ISERV,2003-03-24
1210355,ISERV,2003-03-24
1238663,ISERV,2003-03-24
1239268,ISERV,2003-03-24
1239821,ISERV,2003-03-24
1244326,ISERV,2003-03-24
1250888,ISERV,2003-03-24
884532,ISERV,2003-12-05
386964,ISERV,2003-12-05
1302024,ISERV,2004-08-17
1329174,ISERV,2004-08-17
713501,ISERV,2004-08-17
1247072,ISERV,2004-08-17
1458108,ISERV,2004-08-17
1288770,ISERV,2005-04-30
1190446,ISERV,2005-04-30
905481,ISERV,2006-01-11
1070802,ISERV,2006-01-11
451257,ISERV,2002-07-12
1174109,ISERV,2002-07-12
362407,ISERV,2003-03-25
1103637,ISERV,2003-03-25
179409,ISERV,2003-03-25
511908,ISERV,2003-03-25
1229303,ISERV,2003-03-25
1232243,ISERV,2003-03-25
160045,ISERV,2003-12-06
510706,ISERV,2003-12-06
1100842,ISERV,2003-12-06
64976,ISERV,2003-12-06
1173118,ISERV,2003-12-06
162583,ISERV,2003-12-06
654545,ISERV,2003-12-06
192911,ISERV,2003-12-06
1289350,ISERV,2003-12-06
1302693,ISERV,2003-12-06
1314988,ISERV,2003-12-06
1319534,ISERV,2003-12-06
1347732,ISERV,2004-08-18
566028,ISERV,2004-08-18
1140771,ISERV,2004-08-18
820122,ISERV,2006-01-12
1852936,ISERV,2008-02-19
754354,ISERV,2002-07-13
1051474,ISERV,2002-07-13
1176801,ISERV,2002-07-13
1020891,ISERV,2003-03-26
1176771,ISERV,2003-03-26
1234253,ISERV,2003-03-26
556313,ISERV,2004-08-19
418377,ISERV,2004-08-19
103107,ISERV,2005-05-02
1308219,ISERV,2005-05-02
15075,ISERV,2005-05-02
180655,ISERV,2005-05-02
557440,ISERV,2005-05-02
785745,ISERV,2005-05-02
905442,ISERV,2005-05-02
1351452,ISERV,2005-05-02
1504322,ISERV,2005-05-02
1517723,ISERV,2006-09-26
335862,ISERV,2006-09-26
915749,ISERV,2003-03-27
170419,ISERV,2003-12-08
580619,ISERV,2003-12-08
1227761,ISERV,2003-12-08
934645,ISERV,2004-08-20
1324542,ISERV,2004-08-20
666739,ISERV,2005-05-03
782208,ISERV,2005-05-03
238082,ISERV,2005-05-03
327877,ISERV,2005-05-03
1339652,ISERV,2005-05-03
626223,ISERV,2005-05-03
1348045,ISERV,2005-05-03
1468665,ISERV,2005-05-03
1487917,ISERV,2005-05-03
1500910,ISERV,2005-05-03
40886,ISERV,2005-05-03
231787,ISERV,2005-05-03
366439,ISERV,2005-05-03
671910,ISERV,2005-05-03
804449,ISERV,2005-05-03
945816,ISERV,2005-05-03
1030276,ISERV,2005-05-03
1272197,ISERV,2005-05-03
1521351,ISERV,2005-05-03
1530304,ISERV,2005-05-03
463370,ISERV,2003-03-28
130299,ISERV,2003-03-28
419085,ISERV,2003-03-28
371442,ISERV,2003-12-09
320231,ISERV,2003-12-09
453655,ISERV,2003-12-09
1206918,ISERV,2003-12-09
1104769,ISERV,2003-12-09
1300637,ISERV,2003-12-09
446358,ISERV,2004-08-21
64656,ISERV,2004-08-21
212161,ISERV,2004-08-21
1317245,ISERV,2004-08-21
1349888,ISERV,2004-08-21
1305801,ISERV,2004-08-21
1323375,ISERV,2004-08-21
1325433,ISERV,2004-08-21
1443102,ISERV,2004-08-21
1445406,ISERV,2004-08-21
1460933,ISERV,2004-08-21
1462206,ISERV,2004-08-21
1465364,ISERV,2004-08-21
1466212,ISERV,2004-08-21
1466240,ISERV,2004-08-21
1466242,ISERV,2004-08-21
1466844,ISERV,2004-08-21
1497551,ISERV,2005-05-04
1041218,ISERV,2006-09-28
46963,ISERV,2003-03-29
534401,ISERV,2003-03-29
721429,ISERV,2003-03-29
1145464,ISERV,2003-03-29
231629,ISERV,2003-03-29
457388,ISERV,2003-03-29
548403,ISERV,2003-03-29
549357,ISERV,2003-03-29
554954,ISERV,2003-03-29
669262,ISERV,2003-03-29
1135152,ISERV,2003-03-29
1209697,ISERV,2003-03-29
1230753,ISERV,2003-03-29
1231694,ISERV,2003-03-29
1237066,ISERV,2003-03-29
1248767,ISERV,2003-03-29
1249032,ISERV,2003-03-29
1249085,ISERV,2003-03-29
1249302,ISERV,2003-03-29
1249985,ISERV,2003-03-29
1250915,ISERV,2003-12-10
1298093,ISERV,2003-12-10
1322957,ISERV,2003-12-10
460710,ISERV,2003-12-11
66730,ISERV,2004-08-23
1262776,ISERV,2004-08-23
1343786,ISERV,2004-08-23
1344734,ISERV,2004-08-23
1435004,ISERV,2004-08-23
1454877,ISERV,2004-08-23
1456340,ISERV,2004-08-23
1466368,ISERV,2005-05-06
1542725,ISERV,2005-05-06
534996,ISERV,2003-03-31
620593,ISERV,2003-03-31
1230408,ISERV,2003-03-31
108362,ISERV,2003-12-12
1173410,ISERV,2003-12-12
860631,ISERV,2004-08-24
1337591,ISERV,2004-08-24
70809,ISERV,2004-08-24
234912,ISERV,2004-08-24
1129634,ISERV,2005-05-07
497901,ISERV,2005-05-07
1347958,ISERV,2005-05-07
1354913,ISERV,2005-05-07
657069,ISERV,2003-04-01
1007932,ISERV,2003-04-01
1205636,ISERV,2003-04-01
460881,ISERV,2003-04-01
1230867,ISERV,2003-04-01
1236373,ISERV,2003-04-01
1249818,ISERV,2003-04-01
1252698,ISERV,2003-04-01
525215,ISERV,2003-12-13
1131218,ISERV,2003-12-13
1184640,ISERV,2003-12-13
260825,ISERV,2003-12-13
550799,ISERV,2003-12-13
1256480,ISERV,2003-12-13
1276605,ISERV,2003-12-13
244144,ISERV,2003-12-13
285609,ISERV,2003-12-13
424768,ISERV,2003-12-13
455756,ISERV,2003-12-13
476969,ISERV,2003-12-13
510340,ISERV,2003-12-13
692916,ISERV,2003-12-13
908383,ISERV,2003-12-13
1031071,ISERV,2003-12-13
1081950,ISERV,2003-12-13
1300143,ISERV,2003-12-13
1311028,ISERV,2003-12-13
1322050,ISERV,2003-12-13
1322190,ISERV,2003-12-13
906082,ISERV,2004-08-25
377952,ISERV,2005-05-08
40234,ISERV,2002-07-20
83673,ISERV,2002-07-20
100172,ISERV,2002-07-20
208656,ISERV,2002-07-20
528266,ISERV,2002-07-20
612267,ISERV,2002-07-20
622496,ISERV,2002-07-20
884574,ISERV,2002-07-20
1150672,ISERV,2002-07-20
1157204,ISERV,2002-07-20
43783,ISERV,2002-07-20
125533,ISERV,2002-07-20
674312,ISERV,2002-07-20
853170,ISERV,2002-07-20
301003,ISERV,2003-04-02
369580,ISERV,2003-04-02
462533,ISERV,2004-08-26
1182816,ISERV,2004-08-26
544401,ISERV,2005-05-09
678152,ISERV,2005-05-09
1355826,ISERV,2005-05-09
1480737,ISERV,2005-05-09
1543849,ISERV,2005-05-09
1182169,ISERV,2003-04-03
401926,ISERV,2003-04-03
357692,ISERV,2003-12-15
904036,ISERV,2003-12-15
1226098,ISERV,2003-12-15
948206,ISERV,2004-08-27
1334743,ISERV,2004-08-27
407155,ISERV,2005-05-10
419609,ISERV,2005-05-10
501888,ISERV,2005-05-10
1149659,ISERV,2005-05-10
637667,ISERV,2005-05-10
382981,ISERV,2005-05-10
410806,ISERV,2005-05-10
1304414,ISERV,2005-05-10
1326083,ISERV,2005-05-10
361834,ISERV,2005-05-10
362184,ISERV,2005-05-10
665167,ISERV,2005-05-10
1179595,ISERV,2005-05-10
1326459,ISERV,2005-05-10
1510664,ISERV,2005-05-10
1515410,ISERV,2005-05-10
708853,ISERV,2005-05-10
1055932,ISERV,2005-05-10
1298515,ISERV,2005-05-10
1476316,ISERV,2005-05-10
1502163,ISERV,2005-05-10
1522836,ISERV,2005-05-10
1523540,ISERV,2005-05-10
1528782,ISERV,2005-05-10
1540966,ISERV,2005-05-10
1544203,ISERV,2005-05-10
1552158,ISERV,2005-05-10
1560676,ISERV,2005-05-10
68310,ISERV,2003-04-04
1132393,ISERV,2003-04-04
941381,ISERV,2003-04-04
522794,ISERV,2003-12-16
1147826,ISERV,2003-12-16
275843,ISERV,2003-12-16
414036,ISERV,2003-12-16
1292991,ISERV,2003-12-16
122117,ISERV,2004-08-28
802584,ISERV,2004-08-28
36959,ISERV,2004-08-28
450190,ISERV,2004-08-28
939916,ISERV,2004-08-28
1334889,ISERV,2004-08-28
1337150,ISERV,2004-08-28
24490,ISERV,2004-08-28
126827,ISERV,2004-08-28
373594,ISERV,2004-08-28
451939,ISERV,2004-08-28
613683,ISERV,2004-08-28
832607,ISERV,2004-08-28
1321647,ISERV,2004-08-28
1325038,ISERV,2004-08-28
1349490,ISERV,2004-08-28
1350796,ISERV,2004-08-28
1352955,ISERV,2004-08-28
1353526,ISERV,2004-08-28
1448516,ISERV,2004-08-28
1463485,ISERV,2004-08-28
1468206,ISERV,2004-08-28
1468209,ISERV,2004-08-28
552264,ISERV,2005-05-11
1163353,ISERV,2005-05-11
1043269,ISERV,2005-05-11
1249127,ISERV,2005-05-11
82486,ISERV,2005-05-11
204110,ISERV,2005-05-11
1512577,ISERV,2005-05-11
246244,ISERV,2002-07-23
163633,ISERV,2003-04-05
473700,ISERV,2003-04-05
624265,ISERV,2003-04-05
372200,ISERV,2003-04-05
434502,ISERV,2003-04-05
474116,ISERV,2003-04-05
804095,ISERV,2003-04-05
53065,ISERV,2003-04-05
349939,ISERV,2003-04-05
359801,ISERV,2003-04-05
370494,ISERV,2003-04-05
458922,ISERV,2003-04-05
705768,ISERV,2003-04-05
1174193,ISERV,2003-04-05
1229203,ISERV,2003-04-05
1234363,ISERV,2003-04-05
1238634,ISERV,2003-04-05
1251668,ISERV,2003-04-05
1018805,ISERV,2005-05-12
1316763,ISERV,2005-05-12
1540928,ISERV,2005-05-12
1195094,ISERV,2007-06-19
420516,ISERV,2003-04-06
216485,ISERV,2004-08-30
1222708,ISERV,2004-08-30
1227762,ISERV,2004-08-30
1262709,ISERV,2004-08-30
1305213,ISERV,2004-08-30
808629,ISERV,2004-08-30
1439003,ISERV,2004-08-30
1459488,ISERV,2004-08-30
1473228,ISERV,2004-08-30
1345051,ISERV,2005-05-13
1296112,ISERV,2006-01-24
852198,ISERV,2006-01-24
1132784,ISERV,2003-04-07
888055,ISERV,2003-04-07
1115762,ISERV,2003-04-07
1191941,ISERV,2003-04-07
1217761,ISERV,2003-04-07
1237513,ISERV,2003-04-07
1241096,ISERV,2003-04-07
1248574,ISERV,2003-04-07
1251105,ISERV,2003-04-07
1252942,ISERV,2003-04-07
92519,ISERV,2003-12-19
1219019,ISERV,2003-12-19
504371,ISERV,2004-08-31
1223407,ISERV,2004-08-31
1306762,ISERV,2004-08-31
1511327,ISERV,2005-05-14
405901,ISERV,2003-04-08
1058201,ISERV,2003-04-08
1238651,ISERV,2003-04-08
1239188,ISERV,2003-04-08
1252850,ISERV,2003-04-08
1256729,ISERV,2003-04-08
158218,ISERV,2004-09-01
996020,ISERV,2004-09-01
99908,ISERV,2002-07-27
310524,ISERV,2002-07-27
532244,ISERV,2002-07-27
1094063,ISERV,2002-07-27
227061,ISERV,2002-07-27
869421,ISERV,2002-07-27
1099426,ISERV,2002-07-27
1159579,ISERV,2002-07-27
1169267,ISERV,2002-07-27
1169975,ISERV,2002-07-27
1172326,ISERV,2002-07-27
1177214,ISERV,2002-07-27
1177429,ISERV,2002-07-27
1152189,ISERV,2003-04-09
1159795,ISERV,2003-04-09
1259005,ISERV,2003-04-09
528904,ISERV,2004-09-02
1449540,ISERV,2006-10-10
148913,ISERV,2003-12-22
578606,ISERV,2003-12-22
341306,ISERV,2003-12-22
705744,ISERV,2003-12-22
1315779,ISERV,2003-12-22
1458269,ISERV,2004-09-03
78604,ISERV,2005-05-17
907792,ISERV,2005-05-17
100145,ISERV,2005-05-17
132005,ISERV,2005-05-17
1259046,ISERV,2005-05-17
107745,ISERV,2005-05-17
496011,ISERV,2005-05-17
1213739,ISERV,2005-05-17
1250115,ISERV,2005-05-17
1356964,ISERV,2005-05-17
1449655,ISERV,2005-05-17
1500983,ISERV,2005-05-17
1546121,ISERV,2005-05-17
1546685,ISERV,2005-05-17
1554528,ISERV,2005-05-17
1554530,ISERV,2005-05-17
1563019,ISERV,2005-05-17
1180047,ISERV,2003-04-11
1017793,ISERV,2003-04-11
80604,ISERV,2003-12-23
496860,ISERV,2003-12-23
906428,ISERV,2003-12-23
405398,ISERV,2004-09-04
539449,ISERV,2004-09-04
847339,ISERV,2004-09-04
1149210,ISERV,2004-09-04
419688,ISERV,2004-09-04
1224252,ISERV,2004-09-04
719710,ISERV,2004-09-04
1230361,ISERV,2004-09-04
1243525,ISERV,2004-09-04
346482,ISERV,2004-09-04
615118,ISERV,2004-09-04
1170153,ISERV,2004-09-04
1180597,ISERV,2004-09-04
1274519,ISERV,2004-09-04
392619,ISERV,2004-09-04
510087,ISERV,2004-09-04
1308982,ISERV,2004-09-04
1313505,ISERV,2004-09-04
1356862,ISERV,2004-09-04
1444084,ISERV,2004-09-04
1462022,ISERV,2004-09-04
1462215,ISERV,2004-09-04
1470395,ISERV,2004-09-04
1470811,ISERV,2004-09-04
1471387,ISERV,2004-09-04
281343,ISERV,2005-05-18
1486326,ISERV,2005-05-18
53424,ISERV,2005-05-18
665465,ISERV,2005-05-18
1483747,ISERV,2005-05-18
1549715,ISERV,2005-05-18
1552279,ISERV,2005-05-18
423549,ISERV,2002-07-30
420139,ISERV,2003-04-12
1132654,ISERV,2003-04-12
472256,ISERV,2003-04-12
573108,ISERV,2003-04-12
693719,ISERV,2003-04-12
1216014,ISERV,2003-04-12
214858,ISERV,2003-04-12
364666,ISERV,2003-04-12
578933,ISERV,2003-04-12
593215,ISERV,2003-04-12
637346,ISERV,2003-04-12
648246,ISERV,2003-04-12
657613,ISERV,2003-04-12
712848,ISERV,2003-04-12
919123,ISERV,2003-04-12
924100,ISERV,2003-04-12
1048272,ISERV,2003-04-12
1220604,ISERV,2003-04-12
1236128,ISERV,2003-04-12
1240560,ISERV,2003-04-12
1252454,ISERV,2003-04-12
1252742,ISERV,2003-04-12
1252882,ISERV,2003-04-12
1253251,ISERV,2003-04-12
1253971,ISERV,2003-04-12
1503511,ISERV,2005-05-19
1185334,ISERV,2004-09-06
170463,ISERV,2004-09-06
903724,ISERV,2004-09-06
1264659,ISERV,2004-09-06
813478,ISERV,2004-09-06
1140927,ISERV,2004-09-06
1228529,ISERV,2004-09-06
1287946,ISERV,2004-09-06
214477,ISERV,2004-09-06
1432706,ISERV,2004-09-06
605699,ISERV,2005-05-20
1569095,ISERV,2005-05-20
568459,ISERV,2006-01-31
353275,ISERV,2006-10-14
1166872,ISERV,2002-08-01
1211194,ISERV,2003-04-14
1249714,ISERV,2003-04-14
1250085,ISERV,2003-04-14
1207496,ISERV,2004-09-07
1258469,ISERV,2004-09-07
603191,ISERV,2004-09-07
1465930,ISERV,2004-09-07
1091122,ISERV,2003-04-15
1137802,ISERV,2003-04-15
223644,ISERV,2003-04-15
1226648,ISERV,2003-04-15
16629,ISERV,2003-04-15
681415,ISERV,2003-04-15
764138,ISERV,2003-04-15
1226978,ISERV,2003-04-15
1251369,ISERV,2003-04-15
157620,ISERV,2004-09-08
470059,ISERV,2004-09-08
519498,ISERV,2004-09-08
174824,ISERV,2002-08-03
139849,ISERV,2002-08-03
229871,ISERV,2002-08-03
1030331,ISERV,2002-08-03
1186711,ISERV,2002-08-03
1188115,ISERV,2002-08-03
400671,ISERV,2003-04-16
1218555,ISERV,2003-04-16
387236,ISERV,2003-04-16
1492746,ISERV,2005-05-23
44174,ISERV,2005-05-23
1128916,ISERV,2006-02-03
1221435,ISERV,2006-02-03
1663268,ISERV,2006-10-17
148068,ISERV,2003-12-29
1240267,ISERV,2003-12-29
1251170,ISERV,2003-12-29
496360,ISERV,2003-12-29
1322938,ISERV,2003-12-29
1320536,ISERV,2004-09-10
192685,ISERV,2004-09-10
1454363,ISERV,2004-09-10
18199,ISERV,2005-05-24
516152,ISERV,2005-05-24
521594,ISERV,2005-05-24
1164467,ISERV,2005-05-24
136687,ISERV,2005-05-24
121615,ISERV,2005-05-24
613144,ISERV,2005-05-24
1307220,ISERV,2005-05-24
39601,ISERV,2005-05-24
93129,ISERV,2005-05-24
546112,ISERV,2005-05-24
739253,ISERV,2005-05-24
805335,ISERV,2005-05-24
1213488,ISERV,2005-05-24
1299521,ISERV,2005-05-24
1333801,ISERV,2005-05-24
1446579,ISERV,2005-05-24
1546700,ISERV,2005-05-24
1556241,ISERV,2005-05-24
1564635,ISERV,2005-05-24
1564987,ISERV,2005-05-24
1565218,ISERV,2005-05-24
1183576,ISERV,2002-08-05
77819,ISERV,2003-12-30
374819,ISERV,2003-12-30
1266854,ISERV,2003-12-30
570107,ISERV,2004-09-11
755025,ISERV,2004-09-11
672851,ISERV,2004-09-11
1225781,ISERV,2004-09-11
941316,ISERV,2004-09-11
154419,ISERV,2004-09-11
243243,ISERV,2004-09-11
259064,ISERV,2004-09-11
322492,ISERV,2004-09-11
380065,ISERV,2004-09-11
460189,ISERV,2004-09-11
466318,ISERV,2004-09-11
552104,ISERV,2004-09-11
641515,ISERV,2004-09-11
666380,ISERV,2004-09-11
1218243,ISERV,2004-09-11
1333862,ISERV,2004-09-11
1353629,ISERV,2004-09-11
1435717,ISERV,2004-09-11
1457868,ISERV,2004-09-11
1459389,ISERV,2004-09-11
1463780,ISERV,2004-09-11
1467819,ISERV,2004-09-11
1475686,ISERV,2004-09-11
1354445,ISERV,2005-05-25
294221,ISERV,2005-05-25
376067,ISERV,2005-05-25
1458113,ISERV,2005-05-25
